# Theme tags for poems.culturing.net.
# url-path <tab> comma-separated tags, most salient theme first.
# Slugs derive from titles, so editing a published title changes its url and
# orphans its tags -- the build fails loudly on any key that matches no poem.
# See Tagging/README.md for the vocabulary definitions and the workflow.
#
# vocabulary (31): love, longing, desire, women, anima, solitude, grief, healing, mortality, time, memory, hope, doubt, faith, myth, philosophy, history, america, war, freedom, power, strength, identity, family, home, nature, dreams, poetry, beauty, knowledge, modernity
#
/2016/09/the-day-is-dark/	grief, doubt, solitude
/2016/09/three-rivers/	america, poetry, nature
/2016/09/why-write-poetry/	poetry, home, hope
/2016/10/a-poem/	poetry, beauty
/2016/10/after-the-fall/	philosophy, history, poetry
/2016/10/longing/	longing, grief, home, desire
/2016/10/the-end-of-time/	mortality, time, love
/2016/11/children-of-terror/	america, war, history
/2017/01/out-to-plant-a-garden/	love, nature, hope
/2017/04/countrified/	nature, modernity, solitude
/2017/04/dawn/	dreams, hope, freedom
/2017/04/the-bird-in-the-glue-trap/	nature, freedom, grief
/2017/04/the-new-science/	philosophy, modernity, knowledge
/2017/04/the-new-world/	history, hope, america
/2017/05/made-in-america/	america, modernity
/2017/05/the-muse/	anima, poetry, myth
/2017/09/belonging/	home, faith, mortality
/2017/09/open-onto-other-things/	knowledge, freedom
/2017/09/to-men-on-women/	women, desire, freedom
/2017/10/a-silence-that-no-one-has-heard/	solitude, poetry
/2017/10/out-came-a-cry/	doubt, solitude, faith
/2018/04/a-walk-through-a-graveyard/	mortality, history, nature
/2018/04/aftermath/	modernity, philosophy, grief
/2018/04/hot-and-cold/	america, war, history
/2018/04/the-secrets-of-country-living/	nature, knowledge, solitude
/2018/05/naomi/	love, women, beauty
/2018/08/bird-sits-still/	solitude, grief, freedom
/2018/08/mysteries/	time, knowledge, mortality
/2018/09/terror/	america, war, faith
/2018/10/all-has-been-forsaken/	solitude, hope, doubt
/2018/10/lone-wolf-howls/	solitude, grief, mortality
/2018/11/history/	history, doubt, knowledge
/2018/11/one-more-cave/	philosophy, hope, knowledge
/2018/11/romance-revisited-revisited/	love, memory, poetry
/2018/12/academia/	philosophy, freedom, knowledge
/2018/12/america-northeast/	america, myth, modernity
/2019/01/america-or-aristotle/	america, philosophy, faith
/2019/01/being/	philosophy, doubt, hope
/2019/01/for-the-love-of-aristotle/	america, history, family, hope
/2019/01/hole/	family, grief, time
/2019/01/milton-usurped/	poetry, faith, history
/2019/01/nixon-at-the-threshold-of-the-lincoln-memorial/	america, history, power, hope
/2019/02/on-nothing/	doubt, grief, desire
/2019/03/i-have-withdrawn-from-the-world/	solitude, grief, poetry, home
/2019/03/king-henry-in-the-playpen/	anima, family, power
/2019/03/not-without-reason/	solitude, identity, doubt
/2019/03/on-wading/	knowledge, nature, identity
/2019/03/rosie/	women, modernity, desire
/2019/03/the-new-bird/	poetry, modernity, nature
/2019/04/marriage/	family, love, women
/2019/04/mother-and-son/	family, anima, desire
/2019/05/against-ice-sculptures/	freedom, power, nature
/2019/05/sainthood/	faith, philosophy, grief
/2019/05/the-lady/	anima, myth, freedom
/2019/06/crickets/	nature, faith, memory
/2019/06/go-not-alone/	solitude, faith, home
/2019/07/beatrice-among-the-daffodils/	anima, love, beauty
/2019/07/for-the-innocent/	desire, faith, hope
/2019/07/the-lady-sings-for-hobbes/	anima, power, philosophy
/2019/07/white-shade/	anima, grief
/2019/08/in-the-beginning/	faith, doubt, philosophy
/2019/08/lady-in-the-dark/	anima, solitude, beauty
/2019/08/lady-in-the-temple/	anima, freedom, faith
/2019/08/lincolns-memory/	america, history, war, freedom
/2019/08/the-lady-speaks-of-progress/	anima, modernity, women
/2019/08/twilight-over-virginia/	home, memory, america
/2019/09/after-lincoln/	america, history, war
/2019/09/the-lady-knows/	anima, solitude
/2019/09/tradition/	time, history, knowledge
/2019/10/kindling/	desire, love
/2019/10/sara/	love, women, beauty
/2019/10/the-great-motion/	love, dreams, freedom
/2019/10/what-it-is/	anima, time, beauty
/2020/04/homecoming/	knowledge, home, identity
/2020/09/the-enduring-and-unchanging-dao/	mortality, time, history, love
/2021/01/heidegger-in-japan/	philosophy, faith, knowledge
/2021/02/planting-time/	nature, time, hope
/2021/03/chrysalis/	identity, hope, dreams
/2021/04/all-the-tender-pathos/	america, home, grief, nature
/2021/04/an-example/	faith, history, beauty
/2021/04/flowering/	identity, nature, freedom
/2021/04/the-wind-in-the-leaves/	nature, modernity
/2021/05/all-past-times-are-terrible/	time, history, doubt
/2021/05/power/	power, poetry, love
/2021/05/terror-remembered/	war, america, love, power
/2021/05/the-shroud/	dreams, hope, faith
/2021/06/predication/	philosophy, knowledge, time
/2021/07/old-house/	family, home, memory, grief
/2021/09/making-sausage/	freedom, poetry, modernity
/2021/09/think-again/	nature, modernity, freedom
/2021/09/wandering-sheep/	nature, modernity, freedom
/2021/10/lost-forest/	nature, memory, modernity, poetry
/2021/11/beyond-power/	power, philosophy, freedom
/2021/11/love-is-made/	love, knowledge
/2021/11/shattered-image-fallen-breast/	anima, beauty, myth
/2021/12/phenomenology-of-science/	philosophy, knowledge, modernity
/2022/01/words/	poetry, knowledge
/2022/03/phalanx-of-mind/	history, freedom, power
/2022/03/saving-earth/	nature, modernity, faith
/2022/03/who-is-in-charge-here/	power, doubt, solitude
/2022/04/after-reagan/	america, freedom, modernity
/2022/04/far-away/	power, america
/2022/04/technology/	modernity, faith
/2022/04/the-winds-of-change/	america, time
/2022/04/things-themselves/	faith, women, nature
/2022/04/unauthorized-thinking/	philosophy, faith, knowledge
/2022/05/electricity/	modernity, faith, solitude
/2022/05/streets-i-never-knew/	time, mortality, solitude
/2022/05/what-calls-for-poetry/	anima, poetry
/2022/06/fading-feeling/	history, myth, philosophy
/2022/06/let-go/	doubt, knowledge, nature
/2022/06/light/	faith, doubt, modernity
/2022/06/lyceum/	philosophy, faith, history, knowledge
/2022/06/mulch-by-the-scoop/	nature, modernity, home
/2022/06/myth-at-twilight/	myth, faith, doubt
/2022/06/science-and-technology/	modernity, power, knowledge
/2022/06/virgin-queens/	women, family, grief
/2022/07/a-platonist-declares/	philosophy, knowledge, nature
/2022/07/beatific-visions/	modernity, faith, doubt
/2022/07/belly-of-the-whale/	modernity, myth, solitude, doubt
/2022/07/emerge/	america, faith, time
/2022/07/industrial-man/	modernity, nature, doubt, power
/2022/07/liberty-and-justice/	america, freedom, philosophy
/2022/07/near-mountains/	modernity, faith, nature
/2022/07/reasonable-measure/	philosophy, home, identity, doubt
/2022/07/socrates-and-confucius/	philosophy, history, knowledge
/2022/07/theodicy/	faith, war, doubt, history
/2022/07/who-are-they/	modernity, power
/2022/08/aletheian/	power, history, solitude, faith
/2022/08/at-sea/	identity, doubt, knowledge
/2022/08/craftsman/	poetry, identity
/2022/08/feet-of-rain/	doubt, time, identity
/2022/08/hitlers-bunker/	war, history, power, home
/2022/08/lady-in-the-rain/	anima, hope, dreams
/2022/08/mingled-being/	family, poetry, love
/2022/08/on-this-rock/	poetry, myth, identity
/2022/08/such-surprises-must-be/	modernity, power, knowledge
/2022/08/the-ground-is-lava/	doubt, knowledge, identity
/2022/08/the-new-frontier/	faith, history, war, doubt
/2022/08/thinking-deeply/	knowledge, philosophy, solitude
/2022/08/too-playful/	poetry, knowledge, identity
/2022/09/afterthought-on-the-romantics/	philosophy, beauty, poetry
/2022/09/gettysburg/	america, history, war, freedom
/2022/09/old-flames/	history, memory, home
/2022/09/one-of-us/	freedom, identity, power
/2022/09/over-the-atlantic/	solitude, doubt
/2022/09/sandcastles/	time, solitude, mortality
/2022/10/all-silence/	mortality, love, solitude
/2022/10/as-ever/	time, mortality, philosophy
/2022/10/no-reason/	doubt, freedom, hope
/2022/10/risible-time/	time, mortality, family
/2022/10/time/	time, mortality, nature
/2022/11/after-a-late-walk-by-robert-frost/	poetry, history, nature
/2022/11/after-tomorrow/	solitude, time, hope
/2022/11/ave-maris-stella/	anima, faith, freedom
/2022/11/crimson-days-in-the-depths-of-time/	time, myth, identity, nature
/2022/11/darkness-becomes-you/	love, solitude, dreams
/2022/11/freedoms-end/	freedom, hope
/2022/11/hegel/	philosophy, knowledge, history
/2022/11/history/	history, mortality
/2022/11/in-any-case/	philosophy, time, doubt
/2022/11/it-is-not-for-me/	power, philosophy, doubt
/2022/11/no-entry-beyond/	freedom, knowledge, doubt
/2022/11/no-will-to-deceive/	faith, power, time
/2022/11/persuasion/	power, freedom, modernity
/2022/11/the-gospel-according-to-us/	america, power, faith
/2022/11/thing-in-progress/	knowledge, doubt, identity
/2022/11/uncertain-times/	america, faith, power
/2022/11/untested-ways/	faith, time, freedom
/2022/11/why-reason/	philosophy, faith, doubt
/2022/12/back-to-the-mines/	doubt, modernity, knowledge
/2022/12/compromise/	america, freedom, modernity
/2022/12/in-memory/	memory, home, philosophy
/2022/12/marxists/	home, doubt, freedom
/2022/12/spring-cleaning/	hope, nature, love
/2022/12/to-tell-this-to-you-or-changing-of-the-gods/	faith, time, identity
/2022/12/vortex-afterglow/	dreams, time, home
/2022/12/why-obey/	power, faith, knowledge
/2022/12/you-are-the-way/	philosophy, faith, love
/2023/01/as-life-may-yet-be/	poetry, freedom
/2023/01/elite-waters/	love, solitude, poetry
/2023/01/horizons/	history, women, modernity, philosophy
/2023/01/sick-with-struggle/	time, love, faith
/2023/01/slumber-much-better/	solitude, faith, doubt
/2023/01/specimens/	america, modernity, identity
/2023/01/strangers/	love, solitude, grief
/2023/01/think-not-absolutely/	knowledge, freedom, doubt
/2023/01/wait-for-another/	philosophy, hope, doubt
/2023/02/a-more-tolerant-order/	power, america, philosophy
/2023/02/dwindle/	identity, philosophy
/2023/02/emptiness-that-none-can-understand/	doubt, freedom, philosophy
/2023/02/like-no-angel/	america, history, war
/2023/02/night-sweats-of-the-american-dream/	america, modernity
/2023/02/nutrition-by-faith-alone/	faith, america, philosophy
/2023/02/rest-unassured/	solitude, hope
/2023/02/the-promise-of-the-lady/	anima, faith, desire
/2023/02/the-quest-for-the-immortal-self/	identity, mortality, time
/2023/02/the-sound-a-plant-makes/	nature, modernity, war
/2023/03/ahura-mazda-the-question-remains/	history, power, faith, philosophy
/2023/03/as-she-will/	anima, myth, history
/2023/03/come-again/	hope, time, faith
/2023/03/larger-accomplishments-pragmatism/	philosophy, power, knowledge
/2023/03/not-even-sure-who-to-ask/	modernity, power, doubt
/2023/03/plain-and-true/	power, history, freedom
/2023/03/saving-daylight/	time, mortality, modernity
/2023/03/small-all-the-same/	modernity, myth, doubt
/2023/03/so-very-greek/	history, philosophy, war
/2023/03/the-drums-of-alexander/	history, war, power
/2023/03/the-realm-of-reason/	history, philosophy, myth
/2023/03/the-throne-of-cyrus/	history, power, myth
/2023/03/unfriendly/	modernity, solitude, freedom
/2023/04/at-eleusis/	myth, faith, mortality
/2023/04/contrition/	power, history, doubt
/2023/04/culmination/	modernity, myth, doubt
/2023/04/duty/	power, freedom, philosophy
/2023/04/good-eyes/	knowledge, doubt, grief
/2023/04/if-he-would-speak-today/	poetry, modernity
/2023/04/little-bird/	nature, hope
/2023/04/menagerie-of-rules/	philosophy, freedom, doubt
/2023/04/monotheism/	faith, nature, doubt
/2023/04/on-whose-authority/	power, doubt
/2023/04/some-natures/	nature, faith, knowledge
/2023/04/some-other/	solitude, doubt, philosophy
/2023/04/something-about-plato/	philosophy, knowledge, history
/2023/04/sources/	philosophy, modernity, knowledge
/2023/04/stop-the-bombing/	war, faith, freedom
/2023/04/the-protestant/	faith, solitude
/2023/04/the-question-of-democracy/	power, history, philosophy
/2023/04/the-scientist/	modernity, knowledge, doubt
/2023/04/the-thin-veil/	mortality, war, grief
/2023/04/the-way-of-the-night/	mortality, dreams, myth, faith
/2023/04/they-may-be-right/	love, time, nature
/2023/04/untold-misery/	time, memory, grief
/2023/04/wait-think-speak/	history, time, freedom, identity
/2023/04/wallow/	faith, doubt, modernity
/2023/04/what-time-is-this/	knowledge, doubt, time
/2023/04/where-they-can-see-you/	power, grief, identity
/2023/04/who-are-we/	myth, identity, faith
/2023/06/banishing-night/	poetry, hope, doubt
/2023/06/better-judgment/	memory, freedom, identity
/2023/06/blank-space/	philosophy, doubt
/2023/06/both-how-and-why/	power, nature, doubt
/2023/06/corporate-man/	modernity, power, america
/2023/06/dreams/	dreams, time, hope
/2023/06/eudaimonia/	philosophy, knowledge, love
/2023/06/flying-lessons/	nature, love, freedom
/2023/06/habits/	philosophy, hope, knowledge
/2023/06/ideal-republic/	philosophy, faith, history
/2023/06/no-single-force/	nature, doubt, knowledge
/2023/06/pain-that-one-calls-home/	home, doubt, grief
/2023/06/rolling-waves/	solitude, nature, freedom
/2023/06/saying-new-sayings/	philosophy, faith, poetry
/2023/06/some-men/	history, desire, knowledge
/2023/06/uncivilized-after-all-these-years/	philosophy, modernity, doubt
/2023/06/what-surprises-remain/	philosophy, knowledge, history
/2023/07/a-raid-on-delphi/	myth, history, power
/2023/07/arrival/	identity, america, love
/2023/07/bind/	knowledge, doubt, philosophy
/2023/07/clarity-is-like-death/	mortality, knowledge, doubt
/2023/07/i-have-known-women/	women, solitude, love, home
/2023/07/in-the-depths-of-it/	history, doubt, knowledge
/2023/07/in-the-field/	nature, home, grief, hope
/2023/07/inexorably-ever-after/	history, time, power
/2023/07/moldy-thinking/	doubt, knowledge, grief
/2023/07/spiraling/	faith, doubt, dreams
/2023/07/the-house-of-the-dead/	mortality, myth, love, freedom
/2023/07/this-way-forever/	modernity, nature
/2023/07/to-even-have-a-dream/	dreams, freedom, modernity
/2023/07/where-it-belongs/	love, home, identity
/2023/07/wouldnt-it-be-nice/	hope, faith, freedom
/2023/08/all-those-ages-ago/	time, identity, family
/2023/08/hitlers-grave/	history, war, mortality, nature
/2023/08/in-this-hour-of-wakening/	identity, freedom, myth
/2023/08/leave-me/	nature, freedom, solitude
/2023/08/sources-ii/	philosophy, doubt, knowledge
/2023/08/trust-or-freedom/	freedom, doubt, philosophy
/2023/08/we-were-always-at-war-with-nature/	nature, desire, knowledge
/2023/08/westward-ticket/	solitude, home, america
/2023/08/with-great-justice/	power, history, freedom
/2023/09/a-typical-day/	nature, solitude, time
/2023/09/kennedys-peace/	america, war, faith
/2023/09/rapt-futility/	poetry, solitude, knowledge
/2023/09/someone-tell-wittgenstein/	philosophy, modernity, doubt
/2023/09/strangeness-of-the-ordinary/	poetry, home, philosophy
/2023/09/submission-in-disguise/	war, power, philosophy
/2023/09/that-which-wants-to-be-said/	poetry, doubt, solitude
/2023/09/through-all-our-fears/	family, identity, hope
/2023/09/through-the-horizon/	modernity, freedom, identity
/2023/09/walking-the-line/	faith, power, poetry
/2023/09/we-silly-mammals/	doubt, nature, philosophy
/2023/10/a-new-way/	america, power, freedom
/2023/10/bones-how-things-stand/	history, memory, family, identity
/2023/10/discard-them-already/	modernity, philosophy, doubt
/2023/10/from-time-to-time/	philosophy, nature, mortality
/2023/10/stronger-knowledge/	knowledge, philosophy, faith, modernity
/2023/10/the-abbey/	anima, faith, freedom
/2023/10/the-most-peaceful-stream/	solitude, nature, identity
/2023/10/turning-the-page/	modernity, identity, myth
/2023/11/by-example/	america, power, philosophy
/2023/11/crossroads/	america, history
/2023/11/doctor-of-words/	poetry, identity, knowledge
/2023/11/origins-ii/	anima, dreams, desire
/2023/11/pliable-by-nature/	nature, doubt, identity
/2023/11/ready-for-change/	history, hope, faith, time
/2023/11/still-more/	philosophy, doubt, knowledge
/2023/11/the-house-of-the-dead-ii/	mortality, modernity, nature
/2023/12/barrel-of-monkeys/	doubt, modernity
/2023/12/home-from-elysium/	freedom, myth, history
/2023/12/into-the-sea/	myth, nature, faith
/2023/12/more-than-one-power/	power, history, knowledge
/2023/12/out-on-the-frontier/	america, freedom
/2023/12/red-tinge-on-east-star/	solitude, nature
/2023/12/rule-by-consent/	power, faith, history
/2023/12/to-the-girl-behind-the-pharmacy-counter/	love, women, time
/2023/12/touch/	history, home, modernity, myth
/2023/12/vesta/	anima, myth, hope
/2023/12/who-does-the-promising/	modernity, doubt, knowledge
/2024/01/all-man-has-been/	history, america, philosophy
/2024/01/beyond-the-locked-door/	america, family
/2024/01/doubt/	doubt, modernity, mortality
/2024/01/i-speak-for-the-people/	faith, love, freedom
/2024/01/it-may-also-help-you/	knowledge, doubt, hope
/2024/01/life-over-victory/	war, power, hope
/2024/01/never-what-it-used-to-be/	history, power, home
/2024/01/savage-dew/	love, desire, grief
/2024/01/the-ship-of-rome/	history, myth, power, america
/2024/02/a-time-is-coming/	america, time, war
/2024/02/carefully/	anima, hope, mortality, freedom
/2024/02/if-i-yearn-for-more/	america, history, modernity, time
/2024/02/more-authentic/	modernity, doubt, time
/2024/02/new-healing/	healing, hope, solitude, time
/2024/02/no-more/	hope, modernity
/2024/02/response-to-a-query/	faith, knowledge, doubt
/2024/02/the-flux/	philosophy, knowledge, time
/2024/02/through-the-unknown/	freedom, hope, knowledge
/2024/02/true-healing/	healing, faith, grief, america
/2024/03/all-must-again-be-decided/	america, history
/2024/03/anti-nature/	nature, doubt, america
/2024/03/cultural-marxism/	philosophy, history, knowledge
/2024/03/in-our-midst/	power, america, grief
/2024/03/machine-state-of-mind/	modernity, america, love
/2024/03/seeking-authorization/	freedom, power, knowledge
/2024/03/speak-it-out-loud/	history, modernity, freedom
/2024/03/the-task-of-man/	time, poetry, history, identity
/2024/03/upon-the-dawn/	faith, hope, time
/2024/03/wait-for-me/	love, time
/2024/03/whatever-comes/	time, doubt, faith, hope
/2024/06/a-relief/	time, faith, freedom
/2024/06/all-as-one/	time, faith, doubt
/2024/06/believe-in-the-dawn/	history, power, hope
/2024/06/good-enough/	love, solitude, women, nature
/2024/06/itself-as-a-prize/	identity, solitude, mortality
/2024/06/sending-signs/	time, faith, doubt
/2024/06/set-to-expire/	mortality, identity
/2024/07/a-start/	faith, doubt, solitude
/2024/07/as-all-time-passes-by/	love, time, grief
/2024/07/assassination/	america, power, war
/2024/07/justice/	anima, power, history, faith
/2024/07/surely-we-know-best/	nature, modernity, doubt
/2024/07/tethered-to-freedom/	freedom, solitude, identity
/2024/07/the-wind-and-my-place-in-it/	doubt, identity, faith
/2024/07/things-unseen-though-known/	faith, nature, memory
/2024/08/a-warning/	power, faith, doubt
/2024/08/ancient-masters/	knowledge, history, faith
/2024/08/everyones-wrong/	doubt, faith, modernity
/2024/08/good-left-undone/	solitude, knowledge, doubt
/2024/08/kindle-the-flame/	faith, home, hope
/2024/08/on-the-verge/	identity, doubt, knowledge
/2024/08/shes-there/	anima, faith, hope
/2024/08/somewhere-other-than-belief/	doubt, faith, knowledge
/2024/08/the-clock/	modernity, time, freedom
/2024/08/the-fulcrum-of-time/	mortality, time, faith
/2024/08/where-you-are-stepping/	power, nature, family
/2024/10/a-culture-in-which-we-can-thrive/	nature, power, hope
/2024/10/beasts/	history, modernity
/2024/10/care-again/	faith, nature, grief
/2024/10/caught-in-the-gears/	modernity, power, grief
/2024/10/dignity/	power, identity, faith
/2024/10/dreaming/	dreams, hope, family
/2024/10/genius/	knowledge, nature, solitude
/2024/10/journeying-ones/	solitude, time, hope
/2024/10/less-imposing-principles/	nature, doubt, philosophy
/2024/10/many-instead-of-one/	nature, philosophy, doubt
/2024/10/no-leg-up/	mortality, doubt, modernity
/2024/10/nothing-but-chaos/	doubt, philosophy, hope
/2024/10/out-there-in-history/	history, doubt, knowledge
/2024/10/plants-in-their-soil/	america, power, history
/2024/10/the-discipline-of-virtue/	strength, freedom, doubt, knowledge
/2024/10/the-loss-of-justice/	power, grief, anima
/2024/10/the-source-of-most-problems/	time, knowledge, mortality
/2024/10/we-didnt-move/	time, doubt, identity
/2025/01/cest-la-vie/	doubt, solitude, home
/2025/01/from-beyond/	time, history, doubt
/2025/01/keener-insight-and-better-plans/	time, hope
/2025/01/light-bent-by-earth/	nature, faith, power, knowledge
/2025/01/never-been-wrong/	doubt, dreams, solitude
/2025/01/now-and-then/	poetry, knowledge, time
/2025/01/one-more-line/	time, poetry
/2025/01/one-of-those-days/	time, memory, hope
/2025/01/pilgrims/	solitude, faith, freedom
/2025/01/think-with-me/	knowledge, freedom, philosophy
/2025/03/a-time-for-beginning/	time, history, hope
/2025/03/all-too-soon/	time, freedom, hope
/2025/03/dream-wisely/	dreams, nature, hope
/2025/03/hardly-two-millennia/	history, freedom, power
/2025/03/lord-will-it-also-be-sweet/	mortality, hope, myth
/2025/03/more-alarming-by-the-day/	freedom, power
/2025/03/new-hearts/	mortality, poetry, memory
/2025/03/outside-the-law/	freedom, poetry, solitude, history
/2025/03/the-form-of-the-matter/	doubt, time, identity
/2025/03/think-harder/	knowledge, freedom, solitude
/2025/04/ever-ready-to-blossom-again/	myth, memory, hope
/2025/04/hard-to-explain/	memory, time, identity
/2025/05/all-rise/	war, power, hope
/2025/05/corners-of-strangeness/	solitude, time, love
/2025/05/had-you-been-there/	nature, modernity, grief
/2025/05/how-much-time/	time, modernity, doubt
/2025/05/labor-pains/	poetry, love, desire
/2025/05/many-smiles/	grief, solitude
/2025/05/nothing/	philosophy, doubt
/2025/05/on-the-side-of-the-earth/	nature, love, home
/2025/05/somewhere-somehow/	power, doubt, home
/2025/05/the-curtain-falls/	faith, doubt, grief
/2025/05/thinking-begins/	knowledge, philosophy, poetry
/2025/05/yeats-footsteps/	poetry, history, war
/2025/05/you-carry-it-always/	identity, philosophy, knowledge, home
/2025/07/as-only-you-can/	love, myth, women, desire
/2025/07/daylight/	love, women, beauty
/2025/07/how-much-love/	love, poetry, grief
/2025/07/i-could-go-to-her/	longing, love, desire, hope
/2025/07/just-one-moment-more/	home, dreams, solitude
/2025/07/make-my-dreams-true/	dreams, longing, love, hope
/2025/07/passion-chokes-out-thinking/	desire, myth, anima, dreams
/2025/07/that-hollow-moon/	love, time, poetry
/2025/07/the-presence-of-love/	love, desire, solitude
/2025/07/they-prefer-the-abuse/	faith, power, doubt
/2025/07/woken-by-storms/	solitude, dreams, freedom
/2025/08/all-that-could-be-lost-again/	grief, love, faith
/2025/08/angry-solid-blue/	identity, memory, doubt
/2025/08/ariadne/	myth, anima, love
/2025/08/broken-wing/	grief, love, poetry
/2025/08/civilization-for-the-first-time/	women, power, history
/2025/08/face-the-day/	myth, dreams, mortality, power
/2025/08/farewell-isis/	anima, myth, mortality
/2025/08/growth/	identity, nature, time
/2025/08/how-to-garden/	love, women, nature
/2025/08/if-tomorrow-will-be-any-better/	hope, poetry
/2025/08/less-perfect-than-it-seemed/	love, hope, grief
/2025/08/love-conquers-little/	love, knowledge
/2025/08/love-is-a-flame/	love, home, desire
/2025/08/marriage-bed/	love, identity, home
/2025/08/no-way-out/	love, identity, grief
/2025/08/plant-it/	love, nature, hope
/2025/08/rest-and-recover/	healing, time, memory
/2025/08/smoothie/	women, identity
/2025/08/the-one-who-will-understand/	love, solitude
/2025/08/the-other-side/	longing, love, hope
/2025/08/vassals-of-despair/	hope, grief, poetry
/2025/08/wander-on-stormy-seas/	love, poetry, solitude
/2025/08/what-waiting-means/	poetry, solitude, hope, faith
/2025/09/a-home-of-my-own-design/	home, family, anima, love
/2025/09/beatrice-and-penelope/	anima, myth, love
/2025/09/bones-on-the-inside/	strength, poetry, freedom
/2025/09/calmly-without-fear/	memory, mortality, grief
/2025/09/connections-worth-having/	solitude, identity, grief
/2025/09/excavation/	history, faith, love, power
/2025/09/few-and-far-between/	anima, solitude, hope
/2025/09/flood-too-much-speaking/	myth, memory, home, faith
/2025/09/i-could-do-no-other/	love, dreams, solitude
/2025/09/miseducation/	modernity, knowledge, america
/2025/09/new-dawn/	poetry, hope, knowledge
/2025/09/nothing-changes/	love, time, grief
/2025/09/quiet-quiet-river/	love, nature, grief
/2025/09/scheduled-procreation/	family, mortality, nature
/2025/09/shared-dream/	dreams, love
/2025/09/short-of-a-miracle/	grief, love, solitude
/2025/09/that-line/	identity, desire
/2025/09/the-center-contra-hegel/	philosophy, nature
/2025/09/the-hard-rock-of-reality/	doubt, home, grief
/2025/09/the-present/	time, doubt
/2025/09/to-be-me/	identity, freedom, solitude
/2025/09/tools-in-the-soil/	nature, love, knowledge
/2025/09/wane-and-dwindle/	solitude, time, mortality
/2025/09/whatever-this-call-entails/	time, family, hope, desire
/2025/10/amidst-the-shadows/	philosophy, history, hope
/2025/10/another-destination/	longing, love, time
/2025/10/blossom/	identity, beauty, hope
/2025/10/chiaroscuro-girl/	anima, women, dreams
/2025/10/dark-abyss/	grief, doubt, solitude
/2025/10/decision/	longing, love, time
/2025/10/envelop/	love, desire, identity
/2025/10/for-once/	identity, hope, grief
/2025/10/help-and-not-harm/	healing, dreams, grief, knowledge
/2025/10/hope/	hope, knowledge, doubt
/2025/10/love-must-come-true/	love, hope, home
/2025/10/make-me-more-worthy/	love, hope, faith
/2025/10/maybe-for-the-last-time/	desire, love, dreams, women
/2025/10/not-all-is-lost/	longing, hope, love, grief
/2025/10/not-meant-for-this-world/	love, faith
/2025/10/plurality/	identity, philosophy, memory
/2025/10/silent-repose/	dreams, hope, solitude
/2025/10/the-girl-and-the-stag/	anima, women, myth
/2025/10/the-hollow-part-of-me/	grief, love, identity
/2025/10/the-pain-of-knowledge/	knowledge, grief, solitude
/2025/10/vesta-return/	anima, love, myth
/2025/10/when-called-to-build/	love, identity, hope
/2025/10/where-true-power-lies/	power, family, nature, knowledge
/2025/10/wisely-in-spite-of-ignorance/	hope, faith, doubt
/2025/11/a-blend-of-struggles/	solitude, grief, identity
/2025/11/a-resonant-ordeal/	love, identity
/2025/11/a-seat-at-the-table/	freedom, desire, family, identity
/2025/11/an-ear-to-the-whole/	solitude, love, myth, hope
/2025/11/another-life-beckons/	identity, hope, freedom
